id,degree_.NonSevere,degree_.Severe,t_NonSevere,t_Severe,pval_NonSevere,pval_Severe,Z_NonSevere,Z_Severe,MeanAct.Aim_NonSevere,MeanAct.Aim_Severe,log2FC.MeanAct.Aim_NonSevere,log2FC.MeanAct.Aim_Severe
NCK1.TF,2,57,57.50609153,-57.50609153,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.868657522,-0.140505309,1.009162831,-1.009162831
NCK2.TF,27,44,-33.51006906,33.51006906,3.64E-198,3.64E-198,-15.00495724,15.00495724,-0.243914296,-0.154007623,-0.089906673,0.089906673
NCKAP1.TF,34,63,-40.73339356,40.73339356,1.92E-270,1.92E-270,-17.55799647,17.55799647,-0.249160397,-0.155653852,-0.093506545,0.093506545
NCKAP1L.TF,7,14,27.95987944,-27.95987944,6.12E-156,6.12E-156,13.28892655,-13.28892655,1.233266626,0.77738995,0.455876676,-0.455876676
NCKAP5L.TF,10,59,-40.81610598,40.81610598,4.04E-287,4.04E-287,-18.09608324,18.09608324,-0.260550119,-0.160263326,-0.100286793,0.100286793
NCKIPSD.TF,31,69,-34.52436942,34.52436942,3.03E-214,3.03E-214,-15.60904443,15.60904443,-0.240056614,-0.163806557,-0.076250057,0.076250057
NCL.TF,21,115,24.0919382,-24.0919382,1.10E-121,1.10E-121,11.71419969,-11.71419969,1.650053938,1.397618121,0.252435817,-0.252435817
NCLN.TF,NA,40,NA,NA,NA,NA,NA,NA,NA,-0.1630816,NA,NA
NCOA1.TF,NA,43,NA,NA,NA,NA,NA,NA,NA,-0.175278604,NA,NA
NCOA2.TF,NA,38,NA,NA,NA,NA,NA,NA,NA,-0.126971894,NA,NA
NCOA3.TF,3,24,66.73073069,-66.73073069,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.94225425,-0.062982632,1.005236882,-1.005236882
NCOA4.TF,5,13,30.7489876,-30.7489876,1.63E-191,1.63E-191,14.74785091,-14.74785091,1.239194461,0.742290194,0.496904267,-0.496904267
NCOA5.TF,14,58,-41.6589162,41.6589162,2.58E-288,2.58E-288,-18.13403506,18.13403506,-0.266601174,-0.175572868,-0.091028306,0.091028306
NCOA6.TF,33,57,-30.76608362,30.76608362,1.16E-175,1.16E-175,-14.11633657,14.11633657,-0.244689524,-0.177052388,-0.067637137,0.067637137
NCOA7.TF,2,46,77.67534775,-77.67534775,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.386465134,-0.098605897,1.485071031,-1.485071031
NCOR1.TF,7,16,4.854736382,-4.854736382,1.26E-06,1.26E-06,2.353001506,-2.353001506,1.239271405,1.157544103,0.081727303,-0.081727303
NCOR2.TF,NA,38,NA,NA,NA,NA,NA,NA,NA,-0.147288761,NA,NA
NCR1.TF,32,50,73.81919016,-73.81919016,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.199006359,-0.184276625,0.383282985,-0.383282985
NCR3.TF,4,50,129.139216,-129.139216,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.379502514,-0.158833655,1.538336169,-1.538336169
NCR3LG1.TF,36,56,-28.54858134,28.54858134,1.43E-154,1.43E-154,-13.22965268,13.22965268,-0.237048633,-0.172243343,-0.06480529,0.06480529
NCSTN.TF,NA,29,NA,NA,NA,NA,NA,NA,NA,-0.143367553,NA,NA
NDC1.TF,25,55,-31.71953311,31.71953311,4.52E-186,4.52E-186,-14.53415,14.53415,-0.250661525,-0.182076208,-0.068585317,0.068585317
NDC80.TF,26,54,-39.3015032,39.3015032,1.17E-253,1.17E-253,-16.99922717,16.99922717,-0.264070671,-0.177851476,-0.086219195,0.086219195
NDE1.TF,NA,29,NA,NA,NA,NA,NA,NA,NA,-0.056363763,NA,NA
NDEL1.TF,3,41,71.46895892,-71.46895892,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.908536803,-0.164593274,1.073130077,-1.073130077
NDFIP1.TF,13,19,10.85313705,-10.85313705,6.72E-27,6.72E-27,5.337090202,-5.337090202,1.141300889,0.990066295,0.151234593,-0.151234593
NDFIP2.TF,32,41,-22.74469171,22.74469171,2.09E-103,2.09E-103,-10.78044818,10.78044818,-0.233799811,-0.176037765,-0.057762046,0.057762046
NDN.TF,38,76,-39.85587217,39.85587217,3.64E-266,3.64E-266,-17.41732092,17.41732092,-0.253153014,-0.175421692,-0.077731323,0.077731323
NDOR1.TF,32,54,-27.78316378,27.78316378,1.70E-148,1.70E-148,-12.96299296,12.96299296,-0.244444009,-0.185588341,-0.058855668,0.058855668
NDRG1.TF,4,49,91.22369875,-91.22369875,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.964489764,-0.165660087,1.130149851,-1.130149851
NDRG2.TF,29,57,-19.11026104,19.11026104,5.54E-77,5.54E-77,-9.266780435,9.266780435,-0.221354031,-0.178045032,-0.043308999,0.043308999
NDRG3.TF,7,45,-48.75202886,48.75202886,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.280368873,-0.167275091,-0.113093782,0.113093782
NDST1.TF,32,51,-14.88627452,14.88627452,2.81E-48,2.81E-48,-7.276280793,7.276280793,-0.237238978,-0.206005854,-0.031233123,0.031233123
NDST2.TF,34,59,-28.68948075,28.68948075,1.72E-156,1.72E-156,-13.3127015,13.3127015,-0.247441944,-0.189218888,-0.058223056,0.058223056
NDUFA1.TF,110,211,19.26847944,-19.26847944,1.48E-78,1.48E-78,9.363669262,-9.363669262,1.9438862,1.783623806,0.160262393,-0.160262393
NDUFA10.TF,7,8,36.14034364,-36.14034364,1.54E-242,1.54E-242,16.61881424,-16.61881424,1.154228059,0.521244887,0.632983172,-0.632983172
NDUFA11.TF,3,12,43.8119471,-43.8119471,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.111163663,0.298185053,0.812978611,-0.812978611
NDUFA12.TF,7,40,1.971071435,-1.971071435,0.048772989,0.048772989,0.828434464,-0.828434464,1.460400644,1.431226217,0.029174427,-0.029174427
NDUFA13.TF,4,14,62.84671211,-62.84671211,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.114900225,0.132854168,0.982046057,-0.982046057
NDUFA2.TF,15,36,-1.262792066,1.262792066,0.206754381,0.206754381,-0.408867288,0.408867288,1.41394996,1.430809147,-0.016859187,0.016859187
NDUFA3.TF,94,121,-17.29854734,17.29854734,8.58E-64,8.58E-64,-8.410438172,8.410438172,1.420985451,1.581712829,-0.160727377,0.160727377
NDUFA4.TF,73,150,20.38720041,-20.38720041,4.65E-87,4.65E-87,9.871245991,-9.871245991,2.087756767,1.905970457,0.18178631,-0.18178631
NDUFA4L2.TF,39,55,-24.58040636,24.58040636,3.78E-119,3.78E-119,-11.58908136,11.58908136,-0.236544117,-0.183041198,-0.053502919,0.053502919
NDUFA5.TF,11,11,10.76597539,-10.76597539,1.97E-26,1.97E-26,5.286995693,-5.286995693,0.830543609,0.664341985,0.166201624,-0.166201624
NDUFA6.TF,16,32,-3.8027598,3.8027598,0.000145779,0.000145779,-1.811344178,1.811344178,1.318732786,1.369166053,-0.050433267,0.050433267
NDUFA7.TF,25,53,-38.52194193,38.52194193,5.50E-250,5.50E-250,-16.87457363,16.87457363,-0.246857507,-0.148808622,-0.098048884,0.098048884
NDUFA8.TF,4,10,88.1307669,-88.1307669,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.050786844,-0.164198616,1.21498546,-1.21498546
NDUFA9.TF,3,47,-50.02438257,50.02438257,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.280756726,-0.16512194,-0.115634786,0.115634786
NDUFAB1.TF,27,28,-59.49677511,59.49677511,0.00E+00,0.00E+00,-18.75968967,18.75968967,0.554115323,1.241462328,-0.687347004,0.687347004
NDUFAF1.TF,9,58,-51.84368353,51.84368353,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.28038568,-0.167559524,-0.112826157,0.112826157
NDUFAF2.TF,NA,29,NA,NA,NA,NA,NA,NA,NA,-0.079719314,NA,NA
NDUFAF3.TF,5,21,45.34866897,-45.34866897,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.374537818,0.637615865,0.736921953,-0.736921953
NDUFAF4.TF,NA,33,NA,NA,NA,NA,NA,NA,NA,-0.136219292,NA,NA
NDUFAF5.TF,21,60,-42.97018221,42.97018221,8.00E-299,8.00E-299,-18.46436184,18.46436184,-0.253513964,-0.152394353,-0.101119611,0.101119611
NDUFAF6.TF,16,53,-25.53724066,25.53724066,4.43E-131,4.43E-131,-12.16628173,12.16628173,-0.237086872,-0.171297173,-0.0657897,0.0657897
NDUFAF7.TF,29,58,-32.0518282,32.0518282,2.56E-189,2.56E-189,-14.6620441,14.6620441,-0.238800769,-0.165064566,-0.073736203,0.073736203
NDUFAF8.TF,5,8,31.10867875,-31.10867875,8.33E-190,8.33E-190,14.68112592,-14.68112592,1.180155082,0.579803239,0.600351842,-0.600351842
NDUFB1.TF,14,45,6.950523779,-6.950523779,4.24E-12,4.24E-12,3.415078736,-3.415078736,1.815348659,1.714807734,0.100540924,-0.100540924
NDUFB10.TF,227,130,-90.23421745,90.23421745,0.00E+00,0.00E+00,-18.75968967,18.75968967,0.465665378,1.139096742,-0.673431364,0.673431364
NDUFB11.TF,348,221,-41.310073,41.310073,1.35E-278,1.35E-278,-17.82307233,17.82307233,1.239419395,1.568170992,-0.328751597,0.328751597
NDUFB2-AS1.TF,33,63,-32.31536348,32.31536348,6.20E-192,6.20E-192,-14.76425975,14.76425975,-0.247861297,-0.182337539,-0.065523758,0.065523758
NDUFB2.TF,33,120,-1.041608644,1.041608644,0.297661146,0.297661146,-0.265569622,0.265569622,1.651449907,1.662250462,-0.010800555,0.010800555
NDUFB3.TF,12,14,-1.284169305,1.284169305,0.199186238,0.199186238,-0.422265744,0.422265744,1.616510046,1.638910182,-0.022400136,0.022400136
NDUFB4.TF,129,77,-81.18465642,81.18465642,0.00E+00,0.00E+00,-18.75968967,18.75968967,0.51202431,1.205828356,-0.693804046,0.693804046
NDUFB5.TF,6,17,48.33353062,-48.33353062,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.309251393,0.560443128,0.748808265,-0.748808265
NDUFB6.TF,3,24,28.64692572,-28.64692572,3.72E-170,3.72E-170,13.89031471,-13.89031471,1.356409563,0.83498891,0.521420653,-0.521420653
NDUFB7.TF,73,150,-45.10145374,45.10145374,0.00E+00,0.00E+00,-18.75968967,18.75968967,0.780870789,1.128535855,-0.347665066,0.347665066
NDUFB8.TF,14,51,-38.9465823,38.9465823,1.37E-261,1.37E-261,-17.26552992,17.26552992,-0.24672754,-0.137941337,-0.108786203,0.108786203
NDUFB9.TF,285,282,-64.43066212,64.43066212,0.00E+00,0.00E+00,-18.75968967,18.75968967,1.039885069,1.533611974,-0.493726905,0.493726905
NDUFC1.TF,9,9,-5.70968755,5.70968755,1.27E-08,1.27E-08,-2.785305902,2.785305902,1.338808642,1.453204736,-0.114396094,0.114396094
NDUFC2.TF,5,29,-30.07079296,30.07079296,4.18E-171,4.18E-171,-13.92953675,13.92953675,-0.258486618,-0.148225121,-0.110261497,0.110261497
NDUFS1.TF,NA,40,NA,NA,NA,NA,NA,NA,NA,-0.157618159,NA,NA
NDUFS2.TF,6,8,40.20772621,-40.20772621,1.53E-294,1.53E-294,18.33049466,-18.33049466,1.174346416,0.462434714,0.711911702,-0.711911702
NDUFS3.TF,6,16,43.81282388,-43.81282388,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.119855402,0.449950243,0.669905159,-0.669905159
NDUFS4.TF,NA,10,NA,NA,NA,NA,NA,NA,NA,0.163432611,NA,NA
NDUFS5.TF,115,88,-24.56902051,24.56902051,4.82E-119,4.82E-119,-11.58386988,11.58386988,1.270158318,1.506695377,-0.236537058,0.236537058
NDUFS6.TF,40,30,-38.08139716,38.08139716,3.80E-246,3.80E-246,-16.74322636,16.74322636,0.57739029,1.014636815,-0.437246525,0.437246525
NDUFS7.TF,23,27,-32.0087691,32.0087691,1.58E-186,1.58E-186,-14.55221759,14.55221759,0.822642948,1.21498203,-0.392339082,0.392339082
NDUFS8.TF,7,22,2.029008384,-2.029008384,0.042529778,0.042529778,0.861027498,-0.861027498,1.414454651,1.380300572,0.034154079,-0.034154079
NDUFV1.TF,6,26,41.68989863,-41.68989863,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.164310951,0.55898637,0.60532458,-0.60532458
NDUFV2-AS1.TF,22,72,-39.06547191,39.06547191,6.96E-266,6.96E-266,-17.40800237,17.40800237,-0.249468642,-0.16615176,-0.083316883,0.083316883
NDUFV2.TF,9,19,-0.679177717,0.679177717,0.497072954,0.497072954,-0.003668541,0.003668541,1.262395439,1.273080422,-0.010684983,0.010684983
NDUFV3.TF,3,12,75.09210027,-75.09210027,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.132375567,-0.050374883,1.182750451,-1.182750451
NEAT1.TF,14,60,-18.19419806,18.19419806,4.41E-71,4.41E-71,-8.893822101,8.893822101,2.166362561,2.447158273,-0.280795712,0.280795712
NEB.TF,32,47,-24.10945581,24.10945581,3.34E-115,3.34E-115,-11.39175832,11.39175832,-0.228393037,-0.166130205,-0.062262832,0.062262832
NEBL.TF,35,62,-27.31092916,27.31092916,9.34E-145,9.34E-145,-12.796055,12.796055,-0.248927547,-0.19731297,-0.051614576,0.051614576
NECAB3.TF,32,38,-16.87233768,16.87233768,2.00E-60,2.00E-60,-8.17750309,8.17750309,-0.232692928,-0.191588439,-0.041104488,0.041104488
NECAP1.TF,NA,64,NA,NA,NA,NA,NA,NA,NA,-0.13884186,NA,NA
NECAP2.TF,6,20,96.25481058,-96.25481058,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.203076099,-0.021058329,1.224134427,-1.224134427
NECTIN1.TF,26,65,-33.44050339,33.44050339,6.48E-204,6.48E-204,-15.22370662,15.22370662,-0.255515636,-0.190020489,-0.065495147,0.065495147
NECTIN2.TF,NA,47,NA,NA,NA,NA,NA,NA,NA,-0.159121717,NA,NA
NECTIN3.TF,28,49,-39.11336773,39.11336773,7.53E-250,7.53E-250,-16.86992172,16.86992172,-0.258261586,-0.162090357,-0.096171229,0.096171229
NECTIN4.TF,31,53,-26.21192001,26.21192001,7.19E-134,7.19E-134,-12.29738052,12.29738052,-0.251608615,-0.198157158,-0.053451456,0.053451456
NEDD1.TF,29,55,-34.69131846,34.69131846,3.90E-213,3.90E-213,-15.5680852,15.5680852,-0.239979494,-0.155664898,-0.084314596,0.084314596
NEDD4.TF,38,65,-35.84903535,35.84903535,2.41E-224,2.41E-224,-15.97680928,15.97680928,-0.250488489,-0.176812806,-0.073675683,0.073675683
NEDD4L.TF,32,65,-39.30047816,39.30047816,2.87E-260,2.87E-260,-17.22145594,17.22145594,-0.25343047,-0.174572041,-0.078858429,0.078858429
NEDD8-MDP1.TF,32,48,-19.06172143,19.06172143,8.79E-76,8.79E-76,-9.192115571,9.192115571,-0.229341045,-0.184300748,-0.045040297,0.045040297
NEDD8.TF,123,63,-75.45623164,75.45623164,0.00E+00,0.00E+00,-18.75968967,18.75968967,0.49159876,1.189593911,-0.697995151,0.697995151
NEDD9.TF,2,39,21.41405474,-21.41405474,6.36E-98,6.36E-98,10.48423416,-10.48423416,0.031911719,-0.179810757,0.211722476,-0.211722476
NEFH.TF,30,67,-39.87467159,39.87467159,8.76E-267,8.76E-267,-17.43772936,17.43772936,-0.250579443,-0.165982504,-0.08459694,0.08459694
NEFL.TF,41,70,-32.86847928,32.86847928,7.77E-196,7.77E-196,-14.91544479,14.91544479,-0.257712941,-0.198762424,-0.058950517,0.058950517
NEFM.TF,30,NA,NA,NA,NA,NA,NA,NA,-0.25397634,NA,NA,NA
NEGR1.TF,25,44,-24.24489687,24.24489687,2.40E-116,2.40E-116,-11.44931551,11.44931551,-0.23715695,-0.174462564,-0.062694386,0.062694386
NEIL1.TF,32,70,-32.16395953,32.16395953,2.88E-191,2.88E-191,-14.73826218,14.73826218,-0.247011838,-0.183193688,-0.06381815,0.06381815
NEIL2.TF,33,57,-22.75165863,22.75165863,1.24E-104,1.24E-104,-10.84556278,10.84556278,-0.225696813,-0.173755089,-0.051941723,0.051941723
NEIL3.TF,38,59,-33.03840628,33.03840628,2.38E-195,2.38E-195,-14.89666387,14.89666387,-0.242298883,-0.168149341,-0.074149542,0.074149542
NEK1.TF,22,58,-26.40574734,26.40574734,7.16E-138,7.16E-138,-12.48298522,12.48298522,-0.236215599,-0.174202456,-0.062013143,0.062013143
NEK11.TF,32,60,-26.76914627,26.76914627,5.33E-140,5.33E-140,-12.58061362,12.58061362,-0.235270862,-0.17888755,-0.056383312,0.056383312
NEK2.TF,31,61,-17.85570859,17.85570859,8.92E-68,8.92E-68,-8.67789684,8.67789684,-0.230712572,-0.192925824,-0.037786749,0.037786749
NEK3.TF,32,55,-26.12327522,26.12327522,1.03E-132,1.03E-132,-12.24319652,12.24319652,-0.245022905,-0.187416148,-0.057606757,0.057606757
NEK4.TF,33,49,-36.50266162,36.50266162,1.90E-226,1.90E-226,-16.05234352,16.05234352,-0.25412525,-0.170132697,-0.083992553,0.083992553
NEK5.TF,35,53,-36.4424834,36.4424834,1.61E-226,1.61E-226,-16.05490038,16.05490038,-0.258281988,-0.180666997,-0.077614991,0.077614991
NEK6.TF,9,61,-9.531784968,9.531784968,2.20E-21,2.20E-21,-4.711191345,4.711191345,-0.193265378,-0.162775618,-0.03048976,0.03048976
NEK7.TF,8,51,-21.8672939,21.8672939,6.62E-101,6.62E-101,-10.64638907,10.64638907,-0.221243644,-0.149907574,-0.071336069,0.071336069
NEK8.TF,26,50,-32.05538328,32.05538328,1.43E-186,1.43E-186,-14.55394344,14.55394344,-0.253341815,-0.180860105,-0.072481709,0.072481709
NEK9.TF,2,61,57.49045588,-57.49045588,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.877837191,-0.129093779,1.00693097,-1.00693097
NELFA.TF,6,43,1.596344101,-1.596344101,0.110461571,0.110461571,0.612038552,-0.612038552,-0.157964052,-0.164645647,0.006681595,-0.006681595
NELFB.TF,3,55,34.58035923,-34.58035923,4.29E-238,4.29E-238,16.46427705,-16.46427705,0.125361408,-0.170964841,0.296326249,-0.296326249
NELFCD.TF,4,40,88.41539906,-88.41539906,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.131687282,-0.084262434,1.215949716,-1.215949716
NELFE.TF,8,14,28.36185548,-28.36185548,2.69E-160,2.69E-160,13.47607594,-13.47607594,0.999501671,0.578168166,0.421333505,-0.421333505
NELL2.TF,28,56,13.64650437,-13.64650437,1.05E-41,1.05E-41,6.739303101,-6.739303101,-0.133138689,-0.173720847,0.040582158,-0.040582158
NEMF.TF,6,8,31.44615699,-31.44615699,1.20E-189,1.20E-189,14.67494657,-14.67494657,1.4323665,0.800906082,0.631460418,-0.631460418
NEMP1.TF,31,59,-19.79916354,19.79916354,6.41E-82,6.41E-82,-9.567673269,9.567673269,-0.238690834,-0.198411349,-0.040279485,0.040279485
NEMP2.TF,25,58,-44.48658873,44.48658873,2.79E-306,2.79E-306,-18.69522921,18.69522921,-0.263809179,-0.16701176,-0.096797419,0.096797419
NENF.TF,2,17,68.30097608,-68.30097608,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.114346195,-0.148480347,1.262826542,-1.262826542
NEO1.TF,31,73,-35.18935168,35.18935168,3.22E-221,3.22E-221,-15.86385892,15.86385892,-0.252232731,-0.182787746,-0.069444985,0.069444985
NEPRO.TF,9,47,-24.14674107,24.14674107,3.02E-120,3.02E-120,-11.64340561,11.64340561,-0.230267734,-0.155775322,-0.074492412,0.074492412
NET1.TF,26,67,-42.47057875,42.47057875,1.47E-294,1.47E-294,-18.33107075,18.33107075,-0.255349856,-0.163667908,-0.091681948,0.091681948
NETO1.TF,40,48,-28.14778966,28.14778966,1.18E-148,1.18E-148,-12.96996917,12.96996917,-0.255042132,-0.197799233,-0.057242898,0.057242898
NETO2.TF,46,44,-29.46195549,29.46195549,5.57E-159,5.57E-159,-13.41982038,13.41982038,-0.24178747,-0.169967504,-0.071819966,0.071819966
NEU1.TF,2,53,52.61355618,-52.61355618,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.674326657,-0.190783395,0.865110052,-0.865110052
NEU3.TF,30,42,-27.73513428,27.73513428,6.95E-145,6.95E-145,-12.80181428,12.80181428,-0.247622639,-0.178235499,-0.06938714,0.06938714
NEU4.TF,38,NA,NA,NA,NA,NA,NA,NA,-0.236831313,NA,NA,NA
NEURL1.TF,26,51,-36.69271967,36.69271967,8.02E-232,8.02E-232,-16.24372152,16.24372152,-0.257223799,-0.17694771,-0.08027609,0.08027609
NEURL2.TF,27,63,-46.57031817,46.57031817,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.25758778,-0.15110838,-0.1064794,0.1064794
NEURL4.TF,36,65,-42.13218918,42.13218918,3.62E-289,3.62E-289,-18.16106853,18.16106853,-0.249038866,-0.15944826,-0.089590607,0.089590607
NEXMIF.TF,28,60,-41.40431533,41.40431533,1.20E-277,1.20E-277,-17.79239278,17.79239278,-0.261179986,-0.173877777,-0.087302209,0.087302209
NEXN.TF,5,60,325.3733371,-325.3733371,0.00E+00,0.00E+00,18.75968967,-18.75968967,2.61175556,-0.182506841,2.7942624,-2.7942624
NF1.TF,12,45,-16.93758256,16.93758256,3.60E-62,3.60E-62,-8.298997471,8.298997471,-0.22894885,-0.180639624,-0.048309226,0.048309226
NF2.TF,7,63,-24.01727824,24.01727824,9.97E-121,9.97E-121,-11.66709675,11.66709675,-0.243980441,-0.17911777,-0.064862671,0.064862671
NFAM1.TF,8,29,37.71504011,-37.71504011,3.16E-282,3.16E-282,17.93987424,-17.93987424,0.55546819,0.020630962,0.534837227,-0.534837227
NFAT5.TF,2,45,17.13012746,-17.13012746,3.31E-64,3.31E-64,8.438564343,-8.438564343,0.156983659,-0.039997947,0.196981606,-0.196981606
NFATC1.TF,4,53,24.75320831,-24.75320831,5.91E-129,5.91E-129,12.06548755,-12.06548755,-0.038215344,-0.189145031,0.150929687,-0.150929687
NFATC2.TF,6,61,136.5172708,-136.5172708,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.206417428,-0.063471334,1.269888762,-1.269888762
NFATC2IP.TF,NA,20,NA,NA,NA,NA,NA,NA,NA,-0.075241202,NA,NA
NFATC3.TF,3,23,50.84752836,-50.84752836,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.170077008,0.298110018,0.87196699,-0.87196699
NFE2.TF,5,35,0.625183828,-0.625183828,0.531873021,0.531873021,0.0399895,-0.0399895,0.502340397,0.492020143,0.010320254,-0.010320254
NFE2L1.TF,13,56,-11.13740144,11.13740144,1.89E-28,1.89E-28,-5.500377947,5.500377947,-0.202454612,-0.171219546,-0.031235066,0.031235066
NFE2L2.TF,5,37,111.1403551,-111.1403551,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.406872509,-0.085907122,1.492779631,-1.492779631
NFE2L3.TF,33,63,-37.67850314,37.67850314,4.75E-239,4.75E-239,-16.49763676,16.49763676,-0.255397972,-0.172960015,-0.082437958,0.082437958
NFIA.TF,19,59,-33.90610202,33.90610202,8.48E-210,8.48E-210,-15.44433141,15.44433141,-0.250487567,-0.169433081,-0.081054486,0.081054486
NFIC.TF,NA,29,NA,NA,NA,NA,NA,NA,NA,-0.197383218,NA,NA
NFIL3.TF,2,45,52.5069184,-52.5069184,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.835300388,-0.171978105,1.007278493,-1.007278493
NFIX.TF,33,58,-35.19173988,35.19173988,3.65E-218,3.65E-218,-15.75276505,15.75276505,-0.248951678,-0.174106209,-0.074845469,0.074845469
NFKB1.TF,2,48,68.43045106,-68.43045106,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.107750684,-0.153837764,1.261588448,-1.261588448
NFKB2.TF,NA,43,NA,NA,NA,NA,NA,NA,NA,-0.14163653,NA,NA
NFKBIA.TF,11,33,-12.21971334,12.21971334,9.35E-34,9.35E-34,-6.026513479,6.026513479,2.333303769,2.4855983,-0.15229453,0.15229453
NFKBIB.TF,4,34,94.23980864,-94.23980864,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.106190619,-0.13835667,1.244547288,-1.244547288
NFKBID.TF,6,60,50.42501027,-50.42501027,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.328163252,-0.164873315,0.493036567,-0.493036567
NFKBIE.TF,3,61,37.73954976,-37.73954976,1.25E-277,1.25E-277,17.79185547,-17.79185547,0.12904374,-0.191897156,0.320940896,-0.320940896
NFKBIL1.TF,NA,42,NA,NA,NA,NA,NA,NA,NA,-0.199391663,NA,NA
NFKBIZ.TF,6,10,35.45501176,-35.45501176,1.37E-235,1.37E-235,16.37661857,-16.37661857,1.395362405,0.781974218,0.613388188,-0.613388188
NFRKB.TF,15,53,-18.93509665,18.93509665,2.73E-76,2.73E-76,-9.223769092,9.223769092,-0.240442938,-0.195241845,-0.045201093,0.045201093
NFS1.TF,27,51,-26.78526962,26.78526962,3.83E-139,3.83E-139,-12.54142348,12.54142348,-0.239316247,-0.175541685,-0.063774562,0.063774562
NFU1.TF,NA,21,NA,NA,NA,NA,NA,NA,NA,-0.093643409,NA,NA
NFX1.TF,5,44,0.872228192,-0.872228192,0.383115342,0.383115342,0.148654452,-0.148654452,-0.200519825,-0.203874626,0.003354802,-0.003354802
NFXL1.TF,26,58,-35.2817123,35.2817123,1.38E-219,1.38E-219,-15.80463587,15.80463587,-0.264128144,-0.196061312,-0.068066832,0.068066832
NFYA.TF,28,46,-32.74181689,32.74181689,3.89E-191,3.89E-191,-14.73317284,14.73317284,-0.253861178,-0.17671269,-0.077148488,0.077148488
NFYB.TF,8,62,-17.35924377,17.35924377,8.35E-66,8.35E-66,-8.54654449,8.54654449,-0.225952226,-0.175968837,-0.049983389,0.049983389
NFYC-AS1.TF,37,47,-33.26704636,33.26704636,2.27E-195,2.27E-195,-14.89749042,14.89749042,-0.23438526,-0.148090375,-0.086294885,0.086294885
NFYC.TF,3,11,52.45764511,-52.45764511,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.876452169,0.022105958,0.854346211,-0.854346211
NGDN.TF,2,36,49.4833171,-49.4833171,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.845531189,-0.02593228,0.871463469,-0.871463469
NGFR.TF,39,NA,NA,NA,NA,NA,NA,NA,-0.251941707,NA,NA,NA
NGLY1.TF,NA,33,NA,NA,NA,NA,NA,NA,NA,-0.098521575,NA,NA
NGRN.TF,NA,46,NA,NA,NA,NA,NA,NA,NA,-0.125883495,NA,NA
NHEJ1.TF,42,54,-31.43366234,31.43366234,2.07E-178,2.07E-178,-14.2278205,14.2278205,-0.24239532,-0.167536188,-0.074859131,0.074859131
NHLH1.TF,36,NA,NA,NA,NA,NA,NA,NA,-0.247485073,NA,NA,NA
NHLRC1.TF,34,NA,NA,NA,NA,NA,NA,NA,-0.253995848,NA,NA,NA
NHLRC2.TF,27,58,-40.33824362,40.33824362,8.36E-267,8.36E-267,-17.43838747,17.43838747,-0.263523198,-0.179089066,-0.084434132,0.084434132
NHLRC3.TF,3,43,-52.32303426,52.32303426,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.280070589,-0.141677891,-0.138392698,0.138392698
